attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
50637,1158,Anjali Reddy,Male,Human Resources,Hr Business Partner,Full-Time,Koramangala Hq,2023-11-15,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:06:23,2026-03-25 17:57:07,8.85,81,7.5,0,33,0.0,Not Applicable,2026-03-25,09:06:23,2026-03-25,17:57:07,8.845555555555556,7.495555555555557
50638,1159,Kavya Varghese,Male,Operations,Operations Executive,Full-Time,Hsr Layout Hub,2020-04-09,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:36:44,2026-03-25 18:21:43,8.75,71,7.57,6,9,0.0,Not Applicable,2026-03-25,09:36:44,2026-03-25,18:21:43,8.749722222222223,7.5663888888888895
50639,1160,Meera Kulkarni,Female,Design,Ui/Ux Designer,Contract,Koramangala Hq,2024-11-22,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:02:46,2026-03-25 20:06:25,10.06,42,9.36,0,0,0.36,Not Applicable,2026-03-25,10:02:46,2026-03-25,20:06:25,10.060833333333333,9.360833333333334
50640,1161,Deepika Thomas,Female,Data Science,Data Analyst,Part-Time,Hsr Layout Hub,2025-05-30,2026-03-25,General (09:30-18:30),Half Day,Work From Office,2026-03-25 09:36:13,2026-03-25 11:12:17,1.6,3,1.55,5,0,0.0,Not Applicable,2026-03-25,09:36:13,2026-03-25,11:12:17,1.6011111111111112,1.551111111111111
50641,1162,Yash Agarwal,Male,Marketing,Head Of Marketing,Full-Time,Whitefield Tech Park,2021-05-13,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:38:51,2026-03-25 19:40:07,9.02,34,8.45,8,0,0.0,Not Applicable,2026-03-25,10:38:51,2026-03-25,19:40:07,9.02111111111111,8.454444444444444
50642,1163,Vignesh Pillai,Male,Customer Success,Head Of Customer Success,Full-Time,Koramangala Hq,2022-07-31,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-03-25 13:36:24,2026-03-25 23:47:22,10.18,55,9.26,0,0,0.26,Not Applicable,2026-03-25,13:36:24,2026-03-25,23:47:22,10.182777777777778,9.266111111111112
50643,1164,Fatima Ghosh,Male,Human Resources,Talent Acquisition Partner,Full-Time,Whitefield Tech Park,2023-01-22,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:34:54,2026-03-25 18:11:11,8.6,52,7.73,5,19,0.0,Not Applicable,2026-03-25,09:34:54,2026-03-25,18:11:11,8.604722222222222,7.738055555555555
50644,1165,Gopal Sen,Female,Design,Senior Product Designer,Full-Time,Whitefield Tech Park,2020-10-29,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:32:48,2026-03-25 19:59:30,10.44,50,9.61,2,0,0.61,Not Applicable,2026-03-25,09:32:48,2026-03-25,19:59:30,10.445,9.611666666666666
50645,1166,Manjunath Iyer,Female,Human Resources,Talent Acquisition Partner,Full-Time,Electronic City Campus,2024-12-16,2026-03-25,Flexible (10:30-19:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Sick Leave,,,,,0.0,0.0
50646,1167,Vidya Rao,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2021-10-29,2026-03-25,Early (08:00-17:00),Present,Work From Home,2026-03-25 07:48:21,2026-03-25 16:15:21,8.45,60,7.45,0,46,0.0,Not Applicable,2026-03-25,07:48:21,2026-03-25,16:15:21,8.45,7.449999999999999
50647,1168,Rachana Bhat,Female,Data Science,Head Of Data,Full-Time,Koramangala Hq,2023-08-24,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 10:01:14,2026-03-25 20:06:04,10.08,90,8.58,31,0,0.0,Not Applicable,2026-03-25,10:01:14,2026-03-25,20:06:04,10.080555555555556,8.580555555555556
50648,1169,Meera Joshi,Female,Operations,Operations Manager,Full-Time,Whitefield Tech Park,2022-04-19,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 08:17:53,2026-03-25 18:16:19,9.97,57,9.02,17,0,0.02,Not Applicable,2026-03-25,08:17:53,2026-03-25,18:16:19,9.973888888888888,9.023888888888889
50649,1170,Arjun Pillai,Female,Customer Success,Customer Success Manager,Full-Time,Koramangala Hq,2022-03-01,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:08:29,2026-03-25 18:36:40,9.47,72,8.27,0,0,0.0,Not Applicable,2026-03-25,09:08:29,2026-03-25,18:36:40,9.469722222222222,8.269722222222223
50650,1171,Anjali Ghosh,Female,Engineering,Senior Software Engineer,Full-Time,Whitefield Tech Park,2023-06-10,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 14:11:44,2026-03-25 22:59:25,8.79,45,8.04,11,1,0.0,Not Applicable,2026-03-25,14:11:44,2026-03-25,22:59:25,8.794722222222223,8.044722222222223
50651,1172,Rizwan Natarajan,Male,Operations,Head Of Operations,Part-Time,Hsr Layout Hub,2024-01-24,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 08:06:21,2026-03-25 11:52:33,3.77,37,3.15,6,308,0.0,Not Applicable,2026-03-25,08:06:21,2026-03-25,11:52:33,3.77,3.1533333333333333
50652,1173,Sandeep Gowda,Female,Engineering,Engineering Manager,Contract,Indiranagar Annexe,2025-04-12,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:30:24,2026-03-25 19:27:07,9.95,91,8.43,0,0,0.0,Not Applicable,2026-03-25,09:30:24,2026-03-25,19:27:07,9.945277777777777,8.42861111111111
50653,1174,Ashwin Dsouza,Male,Sales,Account Executive,Full-Time,Koramangala Hq,2022-11-29,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-03-25 14:09:05,2026-03-26 01:07:45,10.98,63,9.93,8,0,0.93,Not Applicable,2026-03-25,14:09:05,2026-03-26,01:07:45,10.977777777777778,9.927777777777777
50654,1175,Hemant Mirza,Female,Design,Design Lead,Full-Time,Hsr Layout Hub,2024-08-16,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:48:14,2026-03-25 22:02:54,10.24,75,8.99,48,0,0.0,Not Applicable,2026-03-25,11:48:14,2026-03-25,22:02:54,10.244444444444444,8.994444444444444
50655,1176,Sanjana Rao,Female,Customer Success,Customer Success Executive,Contract,Hsr Layout Hub,2025-07-09,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:17:29,2026-03-25 18:42:48,9.42,66,8.32,0,0,0.0,Not Applicable,2026-03-25,09:17:29,2026-03-25,18:42:48,9.421944444444444,8.321944444444444
50656,1177,Rachana Mirza,Female,Design,Ui/Ux Designer,Full-Time,Koramangala Hq,2025-01-19,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 12:42:55,2026-03-25 22:26:19,9.72,49,8.9,133,0,0.0,Not Applicable,2026-03-25,12:42:55,2026-03-25,22:26:19,9.723333333333333,8.906666666666666
50657,1178,Shilpa Mathew,Male,Engineering,Associate Software Engineer,Full-Time,Electronic City Campus,2020-03-08,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 13:51:23,2026-03-26 01:23:09,11.53,52,10.66,0,0,1.66,Not Applicable,2026-03-25,13:51:23,2026-03-26,01:23:09,11.529444444444444,10.662777777777777
50658,1179,Siddharth Rathore,Female,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2023-05-05,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:11:48,2026-03-25 21:41:03,10.49,98,8.86,42,0,0.0,Not Applicable,2026-03-25,11:11:48,2026-03-25,21:41:03,10.4875,8.854166666666668
50659,1180,Kavya Menon,Male,Sales,Senior Account Executive,Full-Time,Koramangala Hq,2022-05-07,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:09:30,2026-03-25 21:44:38,10.59,96,8.99,9,0,0.0,Not Applicable,2026-03-25,11:09:30,2026-03-25,21:44:38,10.585555555555555,8.985555555555555
50660,1181,Rizwan Sinha,Male,Engineering,Senior Software Engineer,Contract,Koramangala Hq,2024-03-27,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:34:07,2026-03-25 19:13:05,9.65,22,9.28,4,0,0.28,Not Applicable,2026-03-25,09:34:07,2026-03-25,19:13:05,9.649444444444445,9.282777777777778
50661,1182,Prateek Nair,Female,Engineering,Software Engineer,Full-Time,Indiranagar Annexe,2022-06-16,2026-03-25,Flexible (10:30-19:30),Present,Work From Home,2026-03-25 10:15:41,2026-03-25 20:08:31,9.88,47,9.1,0,0,0.1,Not Applicable,2026-03-25,10:15:41,2026-03-25,20:08:31,9.880555555555556,9.097222222222223
50662,1183,Akash Behera,Male,Engineering,Software Engineer,Full-Time,Hsr Layout Hub,2024-10-05,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:27:59,2026-03-25 18:22:44,8.91,24,8.51,0,7,0.0,Not Applicable,2026-03-25,09:27:59,2026-03-25,18:22:44,8.9125,8.5125
50663,1184,Sujith Chandran,Female,Sales,Vp Sales,Full-Time,Whitefield Tech Park,2023-09-26,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:57:01,2026-03-25 20:03:09,10.1,69,8.95,26,0,0.0,Not Applicable,2026-03-25,09:57:01,2026-03-25,20:03:09,10.102222222222222,8.952222222222222
50664,1185,Sujith Sinha,Female,Sales,Account Executive,Full-Time,Koramangala Hq,2022-08-07,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 14:25:36,2026-03-25 22:44:23,8.31,69,7.16,25,16,0.0,Not Applicable,2026-03-25,14:25:36,2026-03-25,22:44:23,8.313055555555556,7.163055555555555
50665,1186,Darshan Dubey,Male,Human Resources,Hr Executive,Full-Time,Hsr Layout Hub,2022-09-07,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:03:34,2026-03-25 19:08:39,10.08,85,8.66,0,0,0.0,Not Applicable,2026-03-25,09:03:34,2026-03-25,19:08:39,10.084722222222222,8.668055555555556
50666,1187,Sagar Chatterjee,Male,Sales,Regional Sales Manager,Full-Time,Indiranagar Annexe,2022-12-31,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Client Site,2026-03-25 13:42:49,2026-03-25 21:07:49,7.42,42,6.72,0,113,0.0,Not Applicable,2026-03-25,13:42:49,2026-03-25,21:07:49,7.416666666666667,6.716666666666667
50667,1188,Varsha Singh,Male,Engineering,Software Engineer,Full-Time,Electronic City Campus,2022-03-15,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:34:52,2026-03-25 19:10:27,9.59,83,8.21,5,0,0.0,Not Applicable,2026-03-25,09:34:52,2026-03-25,19:10:27,9.593055555555555,8.209722222222222
50668,1189,Rishabh Mohanty,Female,Engineering,Software Engineer,Full-Time,Whitefield Tech Park,2024-07-13,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:59:39,2026-03-25 19:28:12,7.48,59,6.5,59,32,0.0,Not Applicable,2026-03-25,11:59:39,2026-03-25,19:28:12,7.475833333333333,6.4925
50669,1190,Ravi Malhotra,Female,Engineering,Engineering Manager,Full-Time,Whitefield Tech Park,2021-09-26,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:36:27,2026-03-25 19:14:56,8.64,56,7.71,6,15,0.0,Not Applicable,2026-03-25,10:36:27,2026-03-25,19:14:56,8.641388888888889,7.708055555555555
50670,1191,Jayanth Nair,Male,Engineering,Senior Software Engineer,Full-Time,Whitefield Tech Park,2020-06-18,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:48:20,2026-03-25 20:15:22,10.45,42,9.75,18,0,0.75,Not Applicable,2026-03-25,09:48:20,2026-03-25,20:15:22,10.450555555555555,9.750555555555556
50671,1192,Manjunath Banerjee,Male,Finance,Financial Analyst,Full-Time,Whitefield Tech Park,2025-09-05,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 08:47:21,2026-03-25 19:24:16,10.62,51,9.77,0,0,0.77,Not Applicable,2026-03-25,08:47:21,2026-03-25,19:24:16,10.615277777777777,9.765277777777778
50672,1193,Radhika Naidu,Male,Design,Design Lead,Full-Time,Whitefield Tech Park,2021-10-19,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:20:57,2026-03-25 18:58:27,9.63,70,8.46,0,0,0.0,Not Applicable,2026-03-25,09:20:57,2026-03-25,18:58:27,9.625,8.458333333333334
50673,1194,Rahul Thomas,Female,Data Science,Head Of Data,Full-Time,Whitefield Tech Park,2023-03-01,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:17:46,2026-03-25 19:57:28,10.66,56,9.73,0,0,0.73,Not Applicable,2026-03-25,09:17:46,2026-03-25,19:57:28,10.661666666666667,9.728333333333333
50674,1195,Suhas Thomas,Male,Engineering,Associate Software Engineer,Full-Time,Hsr Layout Hub,2024-04-17,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:36:33,2026-03-25 20:21:47,10.75,74,9.52,6,0,0.52,Not Applicable,2026-03-25,09:36:33,2026-03-25,20:21:47,10.75388888888889,9.520555555555557
50675,1196,Shalini Pillai,Male,Marketing,Marketing Associate,Full-Time,Whitefield Tech Park,2023-10-18,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:10:59,2026-03-25 17:12:10,8.02,68,6.89,0,78,0.0,Not Applicable,2026-03-25,09:10:59,2026-03-25,17:12:10,8.019722222222223,6.88638888888889
50676,1197,Gayathri Pillai,Male,Sales,Account Executive,Full-Time,Koramangala Hq,2024-02-20,2026-03-25,General (09:30-18:30),Present,Client Site,2026-03-25 09:24:31,2026-03-25 18:49:47,9.42,63,8.37,0,0,0.0,Not Applicable,2026-03-25,09:24:31,2026-03-25,18:49:47,9.421111111111111,8.37111111111111
50677,1198,Shreya Srivastava,Male,Engineering,Software Engineer,Full-Time,Whitefield Tech Park,2020-08-16,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:16:58,2026-03-25 20:56:42,11.66,96,10.06,0,0,1.06,Not Applicable,2026-03-25,09:16:58,2026-03-25,20:56:42,11.662222222222223,10.062222222222223
50678,1199,Pooja Shetty,Male,Marketing,Head Of Marketing,Full-Time,Whitefield Tech Park,2020-11-29,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 10:43:27,2026-03-25 20:20:26,9.62,44,8.89,13,0,0.0,Not Applicable,2026-03-25,10:43:27,2026-03-25,20:20:26,9.616388888888888,8.883055555555556
50679,1200,Harsha Deshpande,Male,Product Management,Director Of Product,Contract,Indiranagar Annexe,2024-01-04,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 08:30:56,2026-03-25 18:50:19,10.32,124,8.25,0,0,0.0,Not Applicable,2026-03-25,08:30:56,2026-03-25,18:50:19,10.323055555555555,8.256388888888889
50680,1201,Praveen Iyer,Male,Customer Success,Support Associate,Part-Time,Koramangala Hq,2024-02-02,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 11:19:44,2026-03-25 14:58:23,3.64,66,2.54,20,302,0.0,Not Applicable,2026-03-25,11:19:44,2026-03-25,14:58:23,3.6441666666666666,2.5441666666666665
50681,1202,Jatin George,Male,Customer Success,Customer Success Executive,Full-Time,Koramangala Hq,2020-07-11,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 14:01:11,2026-03-25 23:38:34,9.62,88,8.15,1,0,0.0,Not Applicable,2026-03-25,14:01:11,2026-03-25,23:38:34,9.623055555555556,8.15638888888889
50682,1203,Sunita Verma,Female,Engineering,Senior Software Engineer,Contract,Whitefield Tech Park,2025-05-16,2026-03-25,Flexible (10:30-19:30),Half Day,Work From Office,2026-03-25 11:51:49,2026-03-25 15:39:24,3.79,4,3.72,81,0,0.0,Not Applicable,2026-03-25,11:51:49,2026-03-25,15:39:24,3.7930555555555556,3.7263888888888888
50683,1204,Shivani Khan,Female,Operations,Operations Executive,Full-Time,Koramangala Hq,2020-08-01,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:58:55,2026-03-25 18:31:17,8.54,57,7.59,28,0,0.0,Not Applicable,2026-03-25,09:58:55,2026-03-25,18:31:17,8.539444444444445,7.589444444444445
50684,1205,Devansh Deshpande,Male,Engineering,Staff Engineer,Full-Time,Indiranagar Annexe,2020-08-15,2026-03-25,Mid (11:00-20:00),Present,Work From Office,2026-03-25 10:37:20,2026-03-25 20:12:36,9.59,29,9.11,0,0,0.11,Not Applicable,2026-03-25,10:37:20,2026-03-25,20:12:36,9.587777777777777,9.104444444444445
50685,1206,Naveen Agarwal,Male,Customer Success,Customer Success Manager,Contract,Koramangala Hq,2025-06-24,2026-03-25,Early (08:00-17:00),Present,Work From Office,2026-03-25 08:36:04,2026-03-25 18:16:50,9.68,38,9.05,35,0,0.05,Not Applicable,2026-03-25,08:36:04,2026-03-25,18:16:50,9.679444444444444,9.046111111111111
50686,1207,Esha Pai,Male,Data Science,Data Scientist,Full-Time,Hsr Layout Hub,2020-07-19,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:40:43,2026-03-25 18:37:16,8.94,52,8.07,11,0,0.0,Not Applicable,2026-03-25,09:40:43,2026-03-25,18:37:16,8.9425,8.075833333333334
50687,1208,Esha Saxena,Female,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2023-09-09,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:37:27,2026-03-25 19:27:16,9.83,48,9.03,7,0,0.03,Not Applicable,2026-03-25,09:37:27,2026-03-25,19:27:16,9.830277777777777,9.030277777777776
50688,1209,Bhavana Shah,Male,Operations,Operations Analyst,Full-Time,Hsr Layout Hub,2020-12-18,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:49:45,2026-03-25 20:07:21,9.29,42,8.59,0,0,0.0,Not Applicable,2026-03-25,10:49:45,2026-03-25,20:07:21,9.293333333333333,8.593333333333334
50689,1210,Sahana Das,Male,Engineering,Software Engineer Intern,Intern,Electronic City Campus,2025-09-17,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:03:47,2026-03-25 21:45:52,10.7,114,8.8,33,0,0.0,Not Applicable,2026-03-25,11:03:47,2026-03-25,21:45:52,10.70138888888889,8.801388888888889
50690,1211,Varun Kumar,Male,Data Science,Data Analyst,Full-Time,Hsr Layout Hub,2024-09-18,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 08:53:59,2026-03-25 19:50:34,10.94,49,10.12,0,0,1.12,Not Applicable,2026-03-25,08:53:59,2026-03-25,19:50:34,10.943055555555556,10.12638888888889
50691,1212,Sujith Kadam,Female,Customer Success,Head Of Customer Success,Full-Time,Indiranagar Annexe,2020-12-12,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 13:52:11,2026-03-25 22:50:41,8.97,59,7.99,0,10,0.0,Not Applicable,2026-03-25,13:52:11,2026-03-25,22:50:41,8.975,7.991666666666666
50692,1213,Aniket Prabhu,Female,Engineering,Software Engineer Intern,Intern,Hsr Layout Hub,2026-01-26,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:24:54,2026-03-25 19:46:28,10.36,50,9.53,0,0,0.53,Not Applicable,2026-03-25,09:24:54,2026-03-25,19:46:28,10.359444444444444,9.52611111111111
50693,1214,Vishnu Fernandes,Male,Engineering,Software Engineer,Full-Time,Indiranagar Annexe,2020-03-11,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:33:19,2026-03-25 20:07:02,10.56,61,9.54,2,0,0.54,Not Applicable,2026-03-25,09:33:19,2026-03-25,20:07:02,10.561944444444444,9.545277777777777
50694,1215,Ananya Kadam,Male,Human Resources,Hr Intern,Intern,Koramangala Hq,2025-08-29,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:30:24,2026-03-25 18:58:00,9.46,81,8.11,0,0,0.0,Not Applicable,2026-03-25,09:30:24,2026-03-25,18:58:00,9.46,8.110000000000001
50695,1216,Aisha Joshi,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2021-12-14,2026-03-25,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-03-25 13:49:43,2026-03-25 23:26:36,9.61,64,8.54,0,0,0.0,Not Applicable,2026-03-25,13:49:43,2026-03-25,23:26:36,9.614722222222222,8.548055555555555
50696,1217,Rizwan Subramanian,Male,Marketing,Marketing Associate,Contract,Koramangala Hq,2024-05-16,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:12:03,2026-03-25 18:47:38,9.59,32,9.06,0,0,0.06,Not Applicable,2026-03-25,09:12:03,2026-03-25,18:47:38,9.593055555555555,9.059722222222222
50697,1218,Aisha Venkatesan,Male,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2020-12-30,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:03:34,2026-03-25 16:49:03,7.76,28,7.29,0,101,0.0,Not Applicable,2026-03-25,09:03:34,2026-03-25,16:49:03,7.758055555555556,7.291388888888889
50698,1219,Pranav Shetty,Male,Operations,Head Of Operations,Full-Time,Hsr Layout Hub,2021-10-28,2026-03-25,Early (08:00-17:00),Present,Work From Home,2026-03-25 07:36:52,2026-03-25 17:34:17,9.96,15,9.71,0,0,0.71,Not Applicable,2026-03-25,07:36:52,2026-03-25,17:34:17,9.956944444444444,9.706944444444444
50699,1220,Shalini Prabhu,Female,Engineering,Software Engineer Intern,Intern,Hsr Layout Hub,2025-07-17,2026-03-25,General (09:30-18:30),Present,Work From Home,2026-03-25 09:19:19,2026-03-25 19:25:34,10.1,52,9.23,0,0,0.23,Not Applicable,2026-03-25,09:19:19,2026-03-25,19:25:34,10.104166666666666,9.237499999999999
50700,1221,Raghav George,Female,Data Science,Data Scientist,Full-Time,Hsr Layout Hub,2025-09-22,2026-03-25,Flexible (10:30-19:30),Present,Work From Office,2026-03-25 11:02:10,2026-03-25 21:25:37,10.39,61,9.37,32,0,0.37,Not Applicable,2026-03-25,11:02:10,2026-03-25,21:25:37,10.390833333333333,9.374166666666667
50701,1222,Thejas Agarwal,Male,Human Resources,Talent Acquisition Partner,Full-Time,Koramangala Hq,2024-03-20,2026-03-25,General (09:30-18:30),Present,Work From Office,2026-03-25 09:27:03,2026-03-25 19:01:13,9.57,91,8.05,0,0,0.0,Not Applicable,2026-03-25,09:27:03,2026-03-25,19:01:13,9.569444444444445,8.052777777777777
50702,1223,Yash Mathew,Female,Product Management,Associate Product Manager,Full-Time,Koramangala Hq,2023-11-26,2026-03-25,Mid (11:00-20:00),Present,Work From Home,2026-03-25 10:25:14,2026-03-25 18:38:09,8.22,72,7.02,0,82,0.0,Not Applicable,2026-03-25,10:25:14,2026-03-25,18:38:09,8.215277777777779,7.015277777777778
